concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
1318985,24 HR nifedipine 90 MG Extended Release Oral Tablet [Adalat],Drug,RxNorm,Quant Branded Drug,S,672918,20070114,20991231,
1319948,24 HR nisoldipine 10 MG Extended Release Oral Tablet [Sular],Drug,RxNorm,Quant Branded Drug,S,672922,20070114,20991231,
702774,mepivacaine,Drug,RxNorm,Ingredient,S,6759,19700101,20991231,
1304850,filgrastim,Drug,RxNorm,Ingredient,S,68442,19700101,20991231,
1305058,methotrexate,Drug,RxNorm,Ingredient,S,6851,19700101,20991231,
19125418,erythromycin ethylsuccinate 200 MG Chewable Tablet,Drug,RxNorm,Clinical Drug,S,686350,20070225,20991231,
1836521,erythromycin ethylsuccinate 40 MG/ML / sulfisoxazole 120 MG/ML Oral Suspension,Drug,RxNorm,Clinical Drug,S,686383,20070225,20991231,
19125424,erythromycin ethylsuccinate 40 MG/ML Oral Suspension,Drug,RxNorm,Clinical Drug,S,686400,20070225,20991231,
19125429,erythromycin ethylsuccinate 400 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,686405,20070225,20991231,
968639,mesalamine 1200 MG Delayed Release Oral Tablet,Drug,RxNorm,Clinical Drug,S,686429,20070225,20991231,
703251,24 HR paliperidone 3 MG Extended Release Oral Tablet [Invega],Drug,RxNorm,Quant Branded Drug,S,686441,20070225,20991231,
703253,24 HR paliperidone 9 MG Extended Release Oral Tablet [Invega],Drug,RxNorm,Quant Branded Drug,S,686445,20070225,20991231,
1346990,carvedilol 3.125 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,686924,20070225,20991231,
19125454,24 HR alprazolam 3 MG Extended Release Oral Tablet [Xanax],Drug,RxNorm,Quant Branded Drug,S,687022,20070225,20991231,
19125455,24 HR alprazolam 2 MG Extended Release Oral Tablet [Xanax],Drug,RxNorm,Quant Branded Drug,S,687023,20070225,20991231,
19125462,amphetamine aspartate 3.125 MG / amphetamine sulfate 3.125 MG / dextroamphetamine saccharate 3.125 MG / dextroamphetamine sulfate 3.125 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,687043,20070225,20991231,
19125466,24 HR fluvastatin 80 MG Extended Release Oral Tablet [Lescol],Drug,RxNorm,Quant Branded Drug,S,687048,20070225,20991231,
19125468,cadexomer iodine 0.009 MG/MG Topical Gel [Iodosorb],Drug,RxNorm,Branded Drug,S,687059,20070225,20991231,
968371,Glucose 33 MG/ML / Potassium Chloride 0.02 MEQ/ML / Sodium Chloride 0.0513 MEQ/ML Injectable Solution,Drug,RxNorm,Clinical Drug,,687199,20070225,20170806,D
19125519,"estrogens, conjugated (USP) 0.625 MG/ML Vaginal Cream",Drug,RxNorm,Clinical Drug,S,688240,20070225,20991231,
1549218,"estrogens, conjugated (USP) 0.625 MG/ML Vaginal Cream [Premarin]",Drug,RxNorm,Branded Drug,S,688242,20070225,20991231,
974710,hydrochlorothiazide 25 MG / methyldopa 250 MG Oral Tablet [Aldoril],Drug,RxNorm,Branded Drug,S,688645,20070225,20991231,
1506270,methylprednisolone,Drug,RxNorm,Ingredient,S,6902,19700101,20991231,
917335,desonide 0.0005 MG/MG Topical Gel [Desonate],Drug,RxNorm,Branded Drug,S,692757,20070401,20991231,
1107927,loratadine 1 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,692783,20070401,20991231,
1756601,formaldehyde 100 MG/ML Topical Solution [Formalaz],Drug,RxNorm,Branded Drug,S,692814,20070401,20991231,
19125588,Dextromethorphan Hydrobromide 1 MG/ML / Phenylephrine Hydrochloride 0.5 MG/ML Oral Solution [Triaminic Day Time Cold & Cough],Drug,RxNorm,Branded Drug,,692909,20070401,20200503,U
1111243,arformoterol 0.0075 MG/ML Inhalation Solution [Brovana],Drug,RxNorm,Branded Drug,S,695935,20070429,20991231,
708298,midazolam,Drug,RxNorm,Ingredient,S,6960,19700101,20991231,
1308473,tinzaparin,Drug,RxNorm,Ingredient,S,69646,19700101,20991231,
19125731,brompheniramine maleate 1 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,700851,20070429,20991231,
19125925,calcium carbonate 420 MG / simethicone 21 MG Chewable Tablet [Titralac Plus],Drug,RxNorm,Branded Drug,S,701678,20070429,20991231,
19125936,theophylline 200 MG Extended Release Oral Capsule [Theo-Dur Sprinkle],Drug,RxNorm,Branded Drug,S,701711,20070429,20991231,
19125937,theophylline 100 MG Extended Release Oral Capsule,Drug,RxNorm,Clinical Drug,S,701712,20070429,20991231,
19125993,benzoyl peroxide 65 MG/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,701924,20070429,20991231,
19126063,fenofibrate 150 MG Oral Capsule [Lipofen],Drug,RxNorm,Branded Drug,S,702055,20070429,20991231,
19126072,Phenylephrine Hydrochloride 1.56 MG/ML Oral Solution [Pediacare Infants Decongestant],Drug,RxNorm,Branded Drug,,702103,20070429,20200503,U
19126107,Chlorpheniramine 0.4 MG/ML / Dextromethorphan 3 MG/ML / Guaifenesin 20 MG/ML / Phenylephrine 1 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,,702195,20070429,20190902,U
19126145,ferrous sulfate 44 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,702249,20070429,20991231,
19126251,phenobarbital 4 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,702519,20070429,20991231,
19126280,vitamin E 50 UNT/ML Topical Cream,Drug,RxNorm,Clinical Drug,S,702648,20070429,20991231,
19126405,ranitidine 15 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,705610,20070527,20991231,
19126435,biotin 2.5 MG Oral Tablet [Appearex],Drug,RxNorm,Branded Drug,S,705769,20070527,20991231,
40139691,zoledronic acid Injectable Solution [Reclast],Drug,RxNorm,Branded Drug Form,,705874,20070527,20170806,D
19126472,100 ML zoledronic acid 0.05 MG/ML Injection [Reclast],Drug,RxNorm,Quant Branded Drug,S,705875,20070527,20991231,
19126573,clindamycin 150 MG/ML Injectable Solution [Cleocin],Drug,RxNorm,Branded Drug,S,706461,20070701,20991231,
19126576,estradiol 0.0006 MG/MG Topical Gel [Elestrin],Drug,RxNorm,Branded Drug,S,706467,20070701,20991231,
19126587,theophylline 50 MG Extended Release Oral Capsule,Drug,RxNorm,Clinical Drug,S,706550,20070701,20991231,
19126636,cinacalcet 60 MG Oral Tablet [Sensipar],Drug,RxNorm,Branded Drug,S,706958,20070701,20991231,
19126659,glycerin 2100 MG Rectal Suppository [Colace Glycerin Suppositories],Drug,RxNorm,Branded Drug,S,707207,20070701,20991231,
19126672,brompheniramine maleate 1.2 MG/ML / carbetapentane citrate 6 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,707268,20070701,20991231,
19126678,carbetapentane citrate 2 MG/ML / carbetapentane tannate 4 MG/ML / phenylephrine hydrochloride 0.5 MG/ML / phenylephrine tannate 1.5 MG/ML Oral Suspension,Drug,RxNorm,Clinical Drug,S,707275,20070701,20991231,
19126696,acetaminophen 33.3 MG/ML Oral Solution [Tylenol],Drug,RxNorm,Branded Drug,S,707327,20070701,20991231,
19126697,sodium chloride 6.5 MG/ML Nasal Solution,Drug,RxNorm,Clinical Drug,S,707329,20070701,20991231,
19126789,hydrocortisone 10 MG/ML Topical Cream [Gynecort],Drug,RxNorm,Branded Drug,S,707793,20070701,20991231,
1112921,ipratropium,Drug,RxNorm,Ingredient,S,7213,19700101,20991231,
766925,24 HR quetiapine 200 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,721791,20070729,20991231,
766928,24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel],Drug,RxNorm,Quant Branded Drug,S,721795,20070729,20991231,
766929,24 HR quetiapine 400 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,721796,20070729,20991231,
766930,24 HR quetiapine 400 MG Extended Release Oral Tablet [Seroquel],Drug,RxNorm,Quant Branded Drug,S,721797,20070729,20991231,
1332525,amlodipine 10 MG / valsartan 160 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,722126,20070729,20991231,
1332526,amlodipine 10 MG / valsartan 320 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,722131,20070729,20991231,
1332528,amlodipine 5 MG / valsartan 320 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,722137,20070729,20991231,
786431,24 HR rotigotine 0.25 MG/HR Transdermal System,Drug,RxNorm,Quant Clinical Drug,S,722279,20070729,20991231,
1548965,estradiol 0.001 MG/MG Topical Gel [Divigel],Drug,RxNorm,Branded Drug,S,723526,20070729,20991231,
1128698,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Anacin Advanced Headache Formula],Drug,RxNorm,Branded Drug,S,723533,20070729,20991231,
1114122,nalbuphine,Drug,RxNorm,Ingredient,S,7238,19700101,20991231,
741576,orlistat 60 MG Oral Capsule [Alli],Drug,RxNorm,Branded Drug,S,723846,20070729,20991231,
786444,24 HR rotigotine 0.167 MG/HR Transdermal System [Neupro],Drug,RxNorm,Quant Branded Drug,S,724142,20070729,20991231,
964406,sulfasalazine 500 MG Delayed Release Oral Tablet [Azulfidine],Drug,RxNorm,Branded Drug,S,724154,20070729,20991231,
19126999,Acetaminophen 32 MG/ML / Dextromethorphan 1 MG/ML Oral Solution [Triaminic Cough & Sore Throat Reformulated Jul 2007],Drug,RxNorm,Branded Drug,,724558,20070729,20160731,U
19127004,dimenhydrinate 3.13 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,724570,20070729,20991231,
789721,carbidopa 25 MG / levodopa 100 MG Oral Tablet [Sinemet],Drug,RxNorm,Branded Drug,S,724598,20070729,20991231,
19127007,carbidopa 25 MG / levodopa 250 MG Oral Tablet [Sinemet],Drug,RxNorm,Branded Drug,S,724602,20070729,20991231,
1332529,amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge],Drug,RxNorm,Branded Drug,S,724879,20070902,20991231,
1332531,amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge],Drug,RxNorm,Branded Drug,S,724891,20070902,20991231,
19127021,24 HR rivastigmine 0.396 MG/HR Transdermal System,Drug,RxNorm,Quant Clinical Drug,S,725023,20070902,20991231,
19127038,fluoxetine 25 MG / olanzapine 6 MG Oral Capsule [Symbyax],Drug,RxNorm,Branded Drug,S,725064,20070902,20991231,
19127040,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule [Symbyax],Drug,RxNorm,Branded Drug,S,725068,20070902,20991231,
19127042,fluoxetine 50 MG / olanzapine 6 MG Oral Capsule [Symbyax],Drug,RxNorm,Branded Drug,S,725072,20070902,20991231,
19127044,fluoxetine 25 MG / olanzapine 12 MG Oral Capsule [Symbyax],Drug,RxNorm,Branded Drug,S,725076,20070902,20991231,
19127046,fluoxetine 25 MG / olanzapine 3 MG Oral Capsule [Symbyax],Drug,RxNorm,Branded Drug,S,725080,20070902,20991231,
19127051,24 HR rivastigmine 0.396 MG/HR Transdermal System [Exelon],Drug,RxNorm,Quant Branded Drug,S,725105,20070902,20991231,
1387729,folic acid 2.5 MG / vitamin B12 2 MG / vitamin B6 25 MG Oral Tablet [Foltx],Drug,RxNorm,Branded Drug,S,726747,20070902,20991231,
1344243,0.3 ML Epinephrine 1 MG/ML Auto-Injector,Drug,RxNorm,Quant Clinical Drug,,727345,20070902,20170806,D
1344245,10 ML epinephrine 0.1 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,727373,20070902,20991231,
1304916,0.5 ML filgrastim 0.6 MG/ML Prefilled Syringe [Neupogen],Drug,RxNorm,Quant Branded Drug,S,727537,20070902,20991231,
40141719,pegfilgrastim Prefilled Syringe,Drug,RxNorm,Clinical Drug Form,S,727538,20070902,20991231,
40141709,fulvestrant Prefilled Syringe,Drug,RxNorm,Clinical Drug Form,S,727760,20070902,20991231,
19127213,10 ML sodium chloride 9 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,727820,20070902,20991231,
968478,5 ML sodium chloride 9 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,727822,20070902,20991231,
40141823,gadopentetate dimeglumine Prefilled Syringe,Drug,RxNorm,Clinical Drug Form,S,727956,20070902,20991231,
917910,benzocaine 0.2 MG/MG Oral Gel [Gelato Anesthetic],Drug,RxNorm,Branded Drug,S,727988,20070902,20991231,
19010347,"protein C, human 1 UNT Injection [Ceprotin]",Drug,RxNorm,Branded Drug,S,728491,20070930,20991231,
1504712,methimazole 20 MG Oral Tablet [Northyx],Drug,RxNorm,Branded Drug,S,729434,20070930,20991231,
19127314,methimazole 5 MG Oral Tablet [Northyx],Drug,RxNorm,Branded Drug,S,729440,20070930,20991231,
743793,24 HR venlafaxine 75 MG Extended Release Oral Capsule [Effexor],Drug,RxNorm,Quant Branded Drug,S,729929,20070930,20991231,
743794,24 HR venlafaxine 150 MG Extended Release Oral Capsule [Effexor],Drug,RxNorm,Quant Branded Drug,S,729931,20070930,20991231,
743795,24 HR venlafaxine 37.5 MG Extended Release Oral Capsule [Effexor],Drug,RxNorm,Quant Branded Drug,S,729932,20070930,20991231,
19127381,0.5 ML darbepoetin alfa 0.2 MG/ML Prefilled Syringe [Aranesp],Drug,RxNorm,Quant Branded Drug,S,730046,20070930,20991231,
19127398,ramipril 2.5 MG Oral Tablet [Altace],Drug,RxNorm,Branded Drug,S,730513,20071230,20991231,
19127416,sodium chloride 0.854 MEQ/ML Ophthalmic Solution,Drug,RxNorm,Clinical Drug,S,730780,20071230,20991231,
19127432,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,730866,20071230,20991231,
19127433,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,730869,20071230,20991231,
1304797,0.4 ML darbepoetin alfa 0.5 MG/ML Prefilled Syringe [Aranesp],Drug,RxNorm,Quant Branded Drug,S,731235,20071230,20991231,
1304799,0.42 ML darbepoetin alfa 0.06 MG/ML Prefilled Syringe [Aranesp],Drug,RxNorm,Quant Branded Drug,S,731245,20071230,20991231,
1513881,"insulin lispro 50 UNT/ML / insulin lispro protamine, human 50 UNT/ML Injectable Suspension [Humalog Mix]",Drug,RxNorm,Branded Drug,S,731281,20071230,20991231,
19127533,acetaminophen 80 MG Chewable Tablet [Tylenol],Drug,RxNorm,Branded Drug,S,731370,20071230,20991231,
535809,1 ML Rho(D) Immune Globulin 0.05 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,,731378,20071230,20160605,U
19127534,"Rho(D) immune globulin, human 250 UNT Prefilled Syringe [MICRhoGAM]",Drug,RxNorm,Branded Drug,S,731380,20071230,20991231,
19127535,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule [Midrin],Drug,RxNorm,Branded Drug,S,731407,20071230,20991231,
1597796,glimepiride 2 MG / pioglitazone 30 MG Oral Tablet [Duetact],Drug,RxNorm,Branded Drug,S,731463,20071230,20991231,
1312777,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],Drug,RxNorm,Branded Drug,S,744628,20071230,20991231,
1312779,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],Drug,RxNorm,Branded Drug,S,744636,20071230,20991231,
19127569,loratadine 10 MG Disintegrating Oral Tablet [Claritin],Drug,RxNorm,Branded Drug,S,744830,20071230,20991231,
1728735,penicillin G potassium 400000 UNT Oral Tablet,Drug,RxNorm,Clinical Drug,S,745292,20071230,20991231,
1154615,200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Quant Clinical Drug,S,745679,20071230,20991231,
1154619,NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir],Drug,RxNorm,Branded Drug,S,745752,20071230,20991231,
1192251,200 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Quant Clinical Drug,S,745791,20071230,20991231,
967728,simethicone 40 MG Oral Film [Gas-X],Drug,RxNorm,Branded Drug,S,745816,20071230,20991231,
1154620,12 HR albuterol 4 MG Extended Release Oral Tablet [Proventil],Drug,RxNorm,Quant Branded Drug,S,746189,20071230,20991231,
19127684,120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler [Nasonex],Drug,RxNorm,Quant Branded Drug,,746201,20071230,20160731,U
19127695,112 ACTUAT cromolyn sodium 0.8 MG/ACTUAT Metered Dose Inhaler,Drug,RxNorm,Quant Clinical Drug,S,746340,20071230,20991231,
1192272,200 ACTUAT levalbuterol 0.045 MG/ACTUAT Metered Dose Inhaler [Xopenex],Drug,RxNorm,Quant Branded Drug,S,746466,20071230,20991231,
1154621,NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Proventil],Drug,RxNorm,Branded Drug,S,746763,20071230,20991231,
905271,14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex],Drug,RxNorm,Quant Branded Drug,S,746811,20071230,20991231,
939622,120 ACTUAT Budesonide 0.032 MG/ACTUAT Nasal Inhaler,Drug,RxNorm,Quant Clinical Drug,,746821,20071230,20160731,U
939623,120 ACTUAT Budesonide 0.032 MG/ACTUAT Nasal Inhaler [Rhinocort],Drug,RxNorm,Quant Branded Drug,,746823,20071230,20160731,U
917945,Benzocaine 0.2 MG/MG Oral Gel [Topex],Drug,RxNorm,Branded Drug,,748269,20071230,20180204,D
19127856,carbetapentane 4 MG/ML / Pseudoephedrine 6 MG/ML Oral Suspension [Allres D],Drug,RxNorm,Branded Drug,,748370,20071230,20200503,D
1138799,chlorpheniramine maleate 0.4 MG/ML / methscopolamine nitrate 0.15 MG/ML / phenylephrine hydrochloride 1.6 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,748594,20071230,20991231,
1322190,clopidogrel 300 MG Oral Tablet [Plavix],Drug,RxNorm,Branded Drug,S,749198,20071230,20991231,
1113616,aspirin 81 MG Delayed Release Oral Tablet [St. Joseph Aspirin],Drug,RxNorm,Branded Drug,S,749795,20071230,20991231,
19128031,fenofibrate 40 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,749804,20071230,20991231,
974739,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT],Drug,RxNorm,Branded Drug,S,749833,20071230,20991231,
974740,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],Drug,RxNorm,Branded Drug,S,749837,20071230,20991231,
974741,hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT],Drug,RxNorm,Branded Drug,S,749841,20071230,20991231,
19128149,amlodipine 10 MG / atorvastatin 10 MG Oral Tablet [Caduet],Drug,RxNorm,Branded Drug,S,750199,20080127,20991231,
19128151,amlodipine 10 MG / atorvastatin 20 MG Oral Tablet [Caduet],Drug,RxNorm,Branded Drug,S,750203,20080127,20991231,
19128155,amlodipine 10 MG / atorvastatin 80 MG Oral Tablet [Caduet],Drug,RxNorm,Branded Drug,S,750211,20080127,20991231,
19128163,amlodipine 5 MG / atorvastatin 10 MG Oral Tablet [Caduet],Drug,RxNorm,Branded Drug,S,750227,20080127,20991231,
19128165,amlodipine 5 MG / atorvastatin 20 MG Oral Tablet [Caduet],Drug,RxNorm,Branded Drug,S,750231,20080127,20991231,
19128167,amlodipine 5 MG / atorvastatin 40 MG Oral Tablet [Caduet],Drug,RxNorm,Branded Drug,S,750235,20080127,20991231,
19128195,erythromycin stearate 250 MG Oral Tablet [Erythrocin Stearate],Drug,RxNorm,Branded Drug,S,750839,20080127,20991231,
19128197,erythromycin stearate 500 MG Oral Tablet [Erythrocin Stearate],Drug,RxNorm,Branded Drug,S,750841,20080127,20991231,
19128221,24 HR rivastigmine 0.192 MG/HR Transdermal System [Exelon],Drug,RxNorm,Quant Branded Drug,S,751302,20080127,20991231,
1314612,nebivolol 10 MG Oral Tablet [Bystolic],Drug,RxNorm,Branded Drug,S,751616,20080127,20991231,
19128237,nebivolol 2.5 MG Oral Tablet [Bystolic],Drug,RxNorm,Branded Drug,S,751620,20080127,20991231,
1314616,nebivolol 5 MG Oral Tablet [Bystolic],Drug,RxNorm,Branded Drug,S,751623,20080127,20991231,
982109,Saccharomyces boulardii 250 MG Oral Powder [Florastor],Drug,RxNorm,Branded Drug,S,751999,20080127,20991231,
1196520,200 ACTUAT flunisolide 0.029 MG/ACTUAT Nasal Inhaler,Drug,RxNorm,Quant Clinical Drug,,752376,20080127,20160731,U
1196521,200 ACTUAT flunisolide 0.029 MG/ACTUAT Nasal Inhaler [Nasarel],Drug,RxNorm,Quant Branded Drug,,752378,20080127,20160731,U
730603,bromocriptine 25 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,752866,20080127,20991231,
19128280,mirtazapine 30 MG Disintegrating Oral Tablet [Remeron],Drug,RxNorm,Branded Drug,S,752870,20080127,20991231,
706238,9 HR methylphenidate 1.11 MG/HR Transdermal System [Daytrana],Drug,RxNorm,Quant Branded Drug,S,753437,20080127,20991231,
706239,9 HR methylphenidate 1.67 MG/HR Transdermal System,Drug,RxNorm,Quant Clinical Drug,S,753438,20080127,20991231,
916614,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment [Neosporin Ointment],Drug,RxNorm,Branded Drug,,753457,20080127,20200503,U
923756,omeprazole 40 MG / sodium bicarbonate 1680 MG Powder for Oral Suspension,Drug,RxNorm,Clinical Drug,S,753557,20080127,20991231,
925095,bisacodyl 5 MG Delayed Release Oral Tablet [Correctol laxative Reformulated Feb 2008],Drug,RxNorm,Branded Drug,S,754463,20080302,20991231,
19128378,olanzapine 15 MG Disintegrating Oral Tablet [Zyprexa],Drug,RxNorm,Branded Drug,S,754504,20080302,20991231,
19128380,olanzapine 5 MG Disintegrating Oral Tablet [Zyprexa],Drug,RxNorm,Branded Drug,S,754506,20080302,20991231,
19128391,polythiazide 0.5 MG / prazosin 2 MG Oral Capsule [Minizide],Drug,RxNorm,Branded Drug,S,754802,20080302,20991231,
19128415,albuterol 0.4 MG/ML Oral Solution [Proventil],Drug,RxNorm,Branded Drug,S,754900,20080302,20991231,
19128479,Dextromethorphan 1 MG/ML / Phenylpropanolamine 1.25 MG/ML Oral Solution [Triactin DM],Drug,RxNorm,Branded Drug,,755034,20080302,20190505,U
1107962,loratadine 1 MG/ML Oral Solution [Claritin],Drug,RxNorm,Branded Drug,S,755476,20080302,20991231,
1154654,albuterol 0.4 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,755497,20080302,20991231,
742655,chloral hydrate 100 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,755618,20080302,20991231,
742657,chloral hydrate 50 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,755621,20080302,20991231,
19128771,calcium glubionate 360 MG/ML Oral Solution [Calcionate],Drug,RxNorm,Branded Drug,S,755681,20080302,20991231,
19128780,prednisolone 3 MG/ML Oral Solution [Prelone],Drug,RxNorm,Branded Drug,S,755702,20080302,20991231,
19128828,Chlorpheniramine 0.8 MG/ML / Dextromethorphan 6 MG/ML / Guaifenesin 40 MG/ML / Phenylephrine 2 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,,755806,20080302,20190902,U
19128909,dyphylline 6.67 MG/ML Oral Solution [Lufyllin],Drug,RxNorm,Branded Drug,S,755990,20080302,20991231,
19128917,oxtriphylline 10 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,756004,20080302,20991231,
19128968,lithium citrate 60 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,756059,20080302,20991231,
19052985,promazine 2 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,756156,20080302,20991231,
1237284,theophylline 5.33 MG/ML Oral Solution [Elixophyllin],Drug,RxNorm,Branded Drug,S,756226,20080302,20991231,
1135359,acetaminophen 21.7 MG/ML / butalbital 3.33 MG/ML / caffeine 2.67 MG/ML Oral Solution,Drug,RxNorm,Clinical Drug,S,756245,20080302,20991231,
1139413,guaifenesin 400 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Capsule [Entex LA Capsule],Drug,RxNorm,Branded Drug,,758583,20080302,20210103,U
1344304,300 ACTUAT epinephrine 0.16 MG/ACTUAT Metered Dose Inhaler [Medihaler-Epi],Drug,RxNorm,Quant Branded Drug,S,759761,20080302,20991231,
1522957,octreotide,Drug,RxNorm,Ingredient,S,7617,19700101,20991231,
19129330,24 HR niacin 500 MG / simvastatin 20 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,761909,20080330,20991231,
19129364,doxycycline hyclate 20 MG Oral Tablet [Alodox],Drug,RxNorm,Branded Drug,S,762390,20080330,20991231,
903284,tolnaftate 0.01 MG/MG Topical Powder [Absorbine Jr. Antifungal],Drug,RxNorm,Branded Drug,S,762424,20080330,20991231,
523204,Salmonella typhi Ty21a live antigen 2000000000 UNT Delayed Release Oral Capsule,Drug,RxNorm,Clinical Drug,S,762598,20080330,20991231,
919637,amylase 65000 UNT / lipase 20000 UNT / protease 65000 UNT Delayed Release Oral Capsule [Palpeon],Drug,RxNorm,Branded Drug,S,763165,20080330,20991231,
1518134,24 HR niacin 500 MG / simvastatin 20 MG Extended Release Oral Tablet [Simcor],Drug,RxNorm,Quant Branded Drug,S,763232,20080330,20991231,
1539502,24 HR niacin 750 MG / simvastatin 20 MG Extended Release Oral Tablet [Simcor],Drug,RxNorm,Quant Branded Drug,S,763236,20080330,20991231,
19129541,pantoprazole 40 MG Oral Granules [Protonix],Drug,RxNorm,Branded Drug,S,763308,20080330,20991231,
1319979,24 HR nisoldipine 34 MG Extended Release Oral Tablet [Sular],Drug,RxNorm,Quant Branded Drug,S,763591,20080330,20991231,
19129666,24 HR desvenlafaxine succinate 100 MG Extended Release Oral Tablet [Pristiq],Drug,RxNorm,Quant Branded Drug,S,790267,20080427,20991231,
19129669,120 ACTUAT ciclesonide 0.05 MG/ACTUAT Nasal Inhaler,Drug,RxNorm,Quant Clinical Drug,,790273,20080427,20160731,U
19129687,captopril 50 MG / hydrochlorothiazide 25 MG Oral Tablet [Capozide],Drug,RxNorm,Branded Drug,S,790296,20080427,20991231,
19129737,24 HR nisoldipine 8.5 MG Extended Release Oral Tablet,Drug,RxNorm,Quant Clinical Drug,S,790489,20080427,20991231,
19129777,salicylic acid 60 MG/ML Topical Foam,Drug,RxNorm,Clinical Drug,S,790884,20080427,20991231,
19129779,salicylic acid 60 MG/ML Topical Foam [Salkera],Drug,RxNorm,Branded Drug,S,790888,20080427,20991231,
19129780,12 HR zileuton 600 MG Extended Release Oral Tablet [Zyflo],Drug,RxNorm,Quant Branded Drug,S,790889,20080427,20991231,
1592175,24 HR lovastatin 20 MG / niacin 1000 MG Extended Release Oral Tablet [Advicor],Drug,RxNorm,Quant Branded Drug,S,791834,20080427,20991231,
1518135,24 HR lovastatin 20 MG / niacin 500 MG Extended Release Oral Tablet [Advicor],Drug,RxNorm,Quant Branded Drug,S,791838,20080427,20991231,
1592176,24 HR lovastatin 20 MG / niacin 750 MG Extended Release Oral Tablet [Advicor],Drug,RxNorm,Quant Branded Drug,S,791842,20080427,20991231,
1518136,24 HR lovastatin 40 MG / niacin 1000 MG Extended Release Oral Tablet [Advicor],Drug,RxNorm,Quant Branded Drug,S,791846,20080427,20991231,
929955,lansoprazole 0.5 MG/ML Oral Suspension,Drug,RxNorm,Clinical Drug,S,791878,20080427,20991231,
929958,lansoprazole 1 MG/ML Oral Suspension [Prevacid],Drug,RxNorm,Branded Drug,S,791881,20080427,20991231,
